"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
"Total"	"91 years"	"91"	"2010"	"2010"			56893	Not Applicable	Not Applicable
	"91 years"	"91"	"2011"	"2011"	"Female"	"F"	40280	Not Applicable	Not Applicable
	"91 years"	"91"	"2011"	"2011"	"Male"	"M"	22511	Not Applicable	Not Applicable
"Total"	"91 years"	"91"	"2011"	"2011"			62791	Not Applicable	Not Applicable
	"91 years"	"91"	"2012"	"2012"	"Female"	"F"	41546	Not Applicable	Not Applicable
	"91 years"	"91"	"2012"	"2012"	"Male"	"M"	23789	Not Applicable	Not Applicable
"Total"	"91 years"	"91"	"2012"	"2012"			65335	Not Applicable	Not Applicable
	"91 years"	"91"	"2013"	"2013"	"Female"	"F"	42634	Not Applicable	Not Applicable
	"91 years"	"91"	"2013"	"2013"	"Male"	"M"	24468	Not Applicable	Not Applicable
"Total"	"91 years"	"91"	"2013"	"2013"			67102	Not Applicable	Not Applicable
	"91 years"	"91"	"2014"	"2014"	"Female"	"F"	41927	Not Applicable	Not Applicable
	"91 years"	"91"	"2014"	"2014"	"Male"	"M"	24624	Not Applicable	Not Applicable
"Total"	"91 years"	"91"	"2014"	"2014"			66551	Not Applicable	Not Applicable
	"91 years"	"91"	"2015"	"2015"	"Female"	"F"	43774	Not Applicable	Not Applicable
	"91 years"	"91"	"2015"	"2015"	"Male"	"M"	25871	Not Applicable	Not Applicable
"Total"	"91 years"	"91"	"2015"	"2015"			69645	Not Applicable	Not Applicable
	"91 years"	"91"	"2016"	"2016"	"Female"	"F"	43368	Not Applicable	Not Applicable
	"91 years"	"91"	"2016"	"2016"	"Male"	"M"	26088	Not Applicable	Not Applicable
"Total"	"91 years"	"91"	"2016"	"2016"			69456	Not Applicable	Not Applicable
	"91 years"	"91"	"2017"	"2017"	"Female"	"F"	43444	Not Applicable	Not Applicable
	"91 years"	"91"	"2017"	"2017"	"Male"	"M"	26409	Not Applicable	Not Applicable
"Total"	"91 years"	"91"	"2017"	"2017"			69853	Not Applicable	Not Applicable
	"91 years"	"91"	"2018"	"2018"	"Female"	"F"	43599	Not Applicable	Not Applicable
	"91 years"	"91"	"2018"	"2018"	"Male"	"M"	27236	Not Applicable	Not Applicable
"Total"	"91 years"	"91"	"2018"	"2018"			70835	Not Applicable	Not Applicable
	"91 years"	"91"	"2019"	"2019"	"Female"	"F"	42575	Not Applicable	Not Applicable
	"91 years"	"91"	"2019"	"2019"	"Male"	"M"	27308	Not Applicable	Not Applicable
"Total"	"91 years"	"91"	"2019"	"2019"			69883	Not Applicable	Not Applicable
"Total"	"91 years"	"91"					1248225	Not Applicable	Not Applicable
	"92 years"	"92"	"1999"	"1999"	"Female"	"F"	30736	Not Applicable	Not Applicable
	"92 years"	"92"	"1999"	"1999"	"Male"	"M"	12385	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"1999"	"1999"			43121	Not Applicable	Not Applicable
	"92 years"	"92"	"2000"	"2000"	"Female"	"F"	31999	Not Applicable	Not Applicable
	"92 years"	"92"	"2000"	"2000"	"Male"	"M"	12902	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2000"	"2000"			44901	Not Applicable	Not Applicable
	"92 years"	"92"	"2001"	"2001"	"Female"	"F"	31217	Not Applicable	Not Applicable
	"92 years"	"92"	"2001"	"2001"	"Male"	"M"	12842	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2001"	"2001"			44059	Not Applicable	Not Applicable
	"92 years"	"92"	"2002"	"2002"	"Female"	"F"	32160	Not Applicable	Not Applicable
	"92 years"	"92"	"2002"	"2002"	"Male"	"M"	13801	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2002"	"2002"			45961	Not Applicable	Not Applicable
	"92 years"	"92"	"2003"	"2003"	"Female"	"F"	32721	Not Applicable	Not Applicable
	"92 years"	"92"	"2003"	"2003"	"Male"	"M"	13714	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2003"	"2003"			46435	Not Applicable	Not Applicable
	"92 years"	"92"	"2004"	"2004"	"Female"	"F"	31494	Not Applicable	Not Applicable
	"92 years"	"92"	"2004"	"2004"	"Male"	"M"	13814	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2004"	"2004"			45308	Not Applicable	Not Applicable
	"92 years"	"92"	"2005"	"2005"	"Female"	"F"	33645	Not Applicable	Not Applicable
	"92 years"	"92"	"2005"	"2005"	"Male"	"M"	14915	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2005"	"2005"			48560	Not Applicable	Not Applicable
	"92 years"	"92"	"2006"	"2006"	"Female"	"F"	33442	Not Applicable	Not Applicable
	"92 years"	"92"	"2006"	"2006"	"Male"	"M"	15118	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2006"	"2006"			48560	Not Applicable	Not Applicable
	"92 years"	"92"	"2007"	"2007"	"Female"	"F"	33266	Not Applicable	Not Applicable
	"92 years"	"92"	"2007"	"2007"	"Male"	"M"	15483	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2007"	"2007"			48749	Not Applicable	Not Applicable
	"92 years"	"92"	"2008"	"2008"	"Female"	"F"	34154	Not Applicable	Not Applicable
	"92 years"	"92"	"2008"	"2008"	"Male"	"M"	16018	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2008"	"2008"			50172	Not Applicable	Not Applicable
	"92 years"	"92"	"2009"	"2009"	"Female"	"F"	32763	Not Applicable	Not Applicable
	"92 years"	"92"	"2009"	"2009"	"Male"	"M"	16566	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2009"	"2009"			49329	Not Applicable	Not Applicable
	"92 years"	"92"	"2010"	"2010"	"Female"	"F"	34876	Not Applicable	Not Applicable
	"92 years"	"92"	"2010"	"2010"	"Male"	"M"	17850	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2010"	"2010"			52726	Not Applicable	Not Applicable
	"92 years"	"92"	"2011"	"2011"	"Female"	"F"	35454	Not Applicable	Not Applicable
	"92 years"	"92"	"2011"	"2011"	"Male"	"M"	18351	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2011"	"2011"			53805	Not Applicable	Not Applicable
	"92 years"	"92"	"2012"	"2012"	"Female"	"F"	37422	Not Applicable	Not Applicable
	"92 years"	"92"	"2012"	"2012"	"Male"	"M"	19602	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2012"	"2012"			57024	Not Applicable	Not Applicable
	"92 years"	"92"	"2013"	"2013"	"Female"	"F"	39388	Not Applicable	Not Applicable
	"92 years"	"92"	"2013"	"2013"	"Male"	"M"	21530	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2013"	"2013"			60918	Not Applicable	Not Applicable
	"92 years"	"92"	"2014"	"2014"	"Female"	"F"	39888	Not Applicable	Not Applicable
	"92 years"	"92"	"2014"	"2014"	"Male"	"M"	21966	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2014"	"2014"			61854	Not Applicable	Not Applicable
	"92 years"	"92"	"2015"	"2015"	"Female"	"F"	40511	Not Applicable	Not Applicable
	"92 years"	"92"	"2015"	"2015"	"Male"	"M"	22541	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2015"	"2015"			63052	Not Applicable	Not Applicable
	"92 years"	"92"	"2016"	"2016"	"Female"	"F"	40362	Not Applicable	Not Applicable
	"92 years"	"92"	"2016"	"2016"	"Male"	"M"	22897	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2016"	"2016"			63259	Not Applicable	Not Applicable
	"92 years"	"92"	"2017"	"2017"	"Female"	"F"	41763	Not Applicable	Not Applicable
	"92 years"	"92"	"2017"	"2017"	"Male"	"M"	24090	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2017"	"2017"			65853	Not Applicable	Not Applicable
	"92 years"	"92"	"2018"	"2018"	"Female"	"F"	40559	Not Applicable	Not Applicable
	"92 years"	"92"	"2018"	"2018"	"Male"	"M"	23641	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2018"	"2018"			64200	Not Applicable	Not Applicable
	"92 years"	"92"	"2019"	"2019"	"Female"	"F"	40611	Not Applicable	Not Applicable
	"92 years"	"92"	"2019"	"2019"	"Male"	"M"	24250	Not Applicable	Not Applicable
"Total"	"92 years"	"92"	"2019"	"2019"			64861	Not Applicable	Not Applicable
"Total"	"92 years"	"92"					1122707	Not Applicable	Not Applicable
	"93 years"	"93"	"1999"	"1999"	"Female"	"F"	26466	Not Applicable	Not Applicable
	"93 years"	"93"	"1999"	"1999"	"Male"	"M"	9988	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"1999"	"1999"			36454	Not Applicable	Not Applicable
	"93 years"	"93"	"2000"	"2000"	"Female"	"F"	27542	Not Applicable	Not Applicable
	"93 years"	"93"	"2000"	"2000"	"Male"	"M"	10455	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2000"	"2000"			37997	Not Applicable	Not Applicable
	"93 years"	"93"	"2001"	"2001"	"Female"	"F"	28589	Not Applicable	Not Applicable
	"93 years"	"93"	"2001"	"2001"	"Male"	"M"	10683	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2001"	"2001"			39272	Not Applicable	Not Applicable
	"93 years"	"93"	"2002"	"2002"	"Female"	"F"	28829	Not Applicable	Not Applicable
	"93 years"	"93"	"2002"	"2002"	"Male"	"M"	11088	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2002"	"2002"			39917	Not Applicable	Not Applicable
	"93 years"	"93"	"2003"	"2003"	"Female"	"F"	29224	Not Applicable	Not Applicable
	"93 years"	"93"	"2003"	"2003"	"Male"	"M"	11225	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2003"	"2003"			40449	Not Applicable	Not Applicable
	"93 years"	"93"	"2004"	"2004"	"Female"	"F"	28401	Not Applicable	Not Applicable
	"93 years"	"93"	"2004"	"2004"	"Male"	"M"	11086	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2004"	"2004"			39487	Not Applicable	Not Applicable
	"93 years"	"93"	"2005"	"2005"	"Female"	"F"	29451	Not Applicable	Not Applicable
	"93 years"	"93"	"2005"	"2005"	"Male"	"M"	12107	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2005"	"2005"			41558	Not Applicable	Not Applicable
	"93 years"	"93"	"2006"	"2006"	"Female"	"F"	29582	Not Applicable	Not Applicable
	"93 years"	"93"	"2006"	"2006"	"Male"	"M"	12264	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2006"	"2006"			41846	Not Applicable	Not Applicable
	"93 years"	"93"	"2007"	"2007"	"Female"	"F"	29661	Not Applicable	Not Applicable
	"93 years"	"93"	"2007"	"2007"	"Male"	"M"	12787	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2007"	"2007"			42448	Not Applicable	Not Applicable
	"93 years"	"93"	"2008"	"2008"	"Female"	"F"	30883	Not Applicable	Not Applicable
	"93 years"	"93"	"2008"	"2008"	"Male"	"M"	13570	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2008"	"2008"			44453	Not Applicable	Not Applicable
	"93 years"	"93"	"2009"	"2009"	"Female"	"F"	29793	Not Applicable	Not Applicable
	"93 years"	"93"	"2009"	"2009"	"Male"	"M"	13516	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2009"	"2009"			43309	Not Applicable	Not Applicable
	"93 years"	"93"	"2010"	"2010"	"Female"	"F"	30598	Not Applicable	Not Applicable
	"93 years"	"93"	"2010"	"2010"	"Male"	"M"	14440	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2010"	"2010"			45038	Not Applicable	Not Applicable
	"93 years"	"93"	"2011"	"2011"	"Female"	"F"	32438	Not Applicable	Not Applicable
	"93 years"	"93"	"2011"	"2011"	"Male"	"M"	15295	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2011"	"2011"			47733	Not Applicable	Not Applicable
	"93 years"	"93"	"2012"	"2012"	"Female"	"F"	31890	Not Applicable	Not Applicable
	"93 years"	"93"	"2012"	"2012"	"Male"	"M"	15708	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2012"	"2012"			47598	Not Applicable	Not Applicable
	"93 years"	"93"	"2013"	"2013"	"Female"	"F"	34835	Not Applicable	Not Applicable
	"93 years"	"93"	"2013"	"2013"	"Male"	"M"	17525	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2013"	"2013"			52360	Not Applicable	Not Applicable
	"93 years"	"93"	"2014"	"2014"	"Female"	"F"	35792	Not Applicable	Not Applicable
	"93 years"	"93"	"2014"	"2014"	"Male"	"M"	18714	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2014"	"2014"			54506	Not Applicable	Not Applicable
	"93 years"	"93"	"2015"	"2015"	"Female"	"F"	37836	Not Applicable	Not Applicable
	"93 years"	"93"	"2015"	"2015"	"Male"	"M"	19604	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2015"	"2015"			57440	Not Applicable	Not Applicable
	"93 years"	"93"	"2016"	"2016"	"Female"	"F"	36549	Not Applicable	Not Applicable
	"93 years"	"93"	"2016"	"2016"	"Male"	"M"	19433	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2016"	"2016"			55982	Not Applicable	Not Applicable
	"93 years"	"93"	"2017"	"2017"	"Female"	"F"	37919	Not Applicable	Not Applicable
	"93 years"	"93"	"2017"	"2017"	"Male"	"M"	20246	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2017"	"2017"			58165	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Female"	"F"	38039	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Male"	"M"	20766	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2018"	"2018"			58805	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Female"	"F"	37326	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Male"	"M"	20790	Not Applicable	Not Applicable
"Total"	"93 years"	"93"	"2019"	"2019"			58116	Not Applicable	Not Applicable
"Total"	"93 years"	"93"					982933	Not Applicable	Not Applicable
	"94 years"	"94"	"1999"	"1999"	"Female"	"F"	23485	Not Applicable	Not Applicable
	"94 years"	"94"	"1999"	"1999"	"Male"	"M"	7869	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"1999"	"1999"			31354	Not Applicable	Not Applicable
	"94 years"	"94"	"2000"	"2000"	"Female"	"F"	23764	Not Applicable	Not Applicable
	"94 years"	"94"	"2000"	"2000"	"Male"	"M"	8156	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2000"	"2000"			31920	Not Applicable	Not Applicable
	"94 years"	"94"	"2001"	"2001"	"Female"	"F"	24077	Not Applicable	Not Applicable
	"94 years"	"94"	"2001"	"2001"	"Male"	"M"	8379	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2001"	"2001"			32456	Not Applicable	Not Applicable
	"94 years"	"94"	"2002"	"2002"	"Female"	"F"	25188	Not Applicable	Not Applicable
	"94 years"	"94"	"2002"	"2002"	"Male"	"M"	8974	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2002"	"2002"			34162	Not Applicable	Not Applicable
	"94 years"	"94"	"2003"	"2003"	"Female"	"F"	24832	Not Applicable	Not Applicable
	"94 years"	"94"	"2003"	"2003"	"Male"	"M"	8774	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2003"	"2003"			33606	Not Applicable	Not Applicable
	"94 years"	"94"	"2004"	"2004"	"Female"	"F"	24564	Not Applicable	Not Applicable
	"94 years"	"94"	"2004"	"2004"	"Male"	"M"	9091	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2004"	"2004"			33655	Not Applicable	Not Applicable
	"94 years"	"94"	"2005"	"2005"	"Female"	"F"	25290	Not Applicable	Not Applicable
	"94 years"	"94"	"2005"	"2005"	"Male"	"M"	9516	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2005"	"2005"			34806	Not Applicable	Not Applicable
	"94 years"	"94"	"2006"	"2006"	"Female"	"F"	25290	Not Applicable	Not Applicable
	"94 years"	"94"	"2006"	"2006"	"Male"	"M"	9680	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2006"	"2006"			34970	Not Applicable	Not Applicable
	"94 years"	"94"	"2007"	"2007"	"Female"	"F"	25944	Not Applicable	Not Applicable
	"94 years"	"94"	"2007"	"2007"	"Male"	"M"	10075	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2007"	"2007"			36019	Not Applicable	Not Applicable
	"94 years"	"94"	"2008"	"2008"	"Female"	"F"	27272	Not Applicable	Not Applicable
	"94 years"	"94"	"2008"	"2008"	"Male"	"M"	10835	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2008"	"2008"			38107	Not Applicable	Not Applicable
	"94 years"	"94"	"2009"	"2009"	"Female"	"F"	26273	Not Applicable	Not Applicable
	"94 years"	"94"	"2009"	"2009"	"Male"	"M"	10969	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2009"	"2009"			37242	Not Applicable	Not Applicable
	"94 years"	"94"	"2010"	"2010"	"Female"	"F"	26949	Not Applicable	Not Applicable
	"94 years"	"94"	"2010"	"2010"	"Male"	"M"	11494	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2010"	"2010"			38443	Not Applicable	Not Applicable
	"94 years"	"94"	"2011"	"2011"	"Female"	"F"	27745	Not Applicable	Not Applicable
	"94 years"	"94"	"2011"	"2011"	"Male"	"M"	12148	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2011"	"2011"			39893	Not Applicable	Not Applicable
	"94 years"	"94"	"2012"	"2012"	"Female"	"F"	29296	Not Applicable	Not Applicable
	"94 years"	"94"	"2012"	"2012"	"Male"	"M"	13120	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2012"	"2012"			42416	Not Applicable	Not Applicable
	"94 years"	"94"	"2013"	"2013"	"Female"	"F"	29241	Not Applicable	Not Applicable
	"94 years"	"94"	"2013"	"2013"	"Male"	"M"	13187	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2013"	"2013"			42428	Not Applicable	Not Applicable
	"94 years"	"94"	"2014"	"2014"	"Female"	"F"	31035	Not Applicable	Not Applicable
	"94 years"	"94"	"2014"	"2014"	"Male"	"M"	14447	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2014"	"2014"			45482	Not Applicable	Not Applicable
	"94 years"	"94"	"2015"	"2015"	"Female"	"F"	33025	Not Applicable	Not Applicable
	"94 years"	"94"	"2015"	"2015"	"Male"	"M"	15970	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2015"	"2015"			48995	Not Applicable	Not Applicable
	"94 years"	"94"	"2016"	"2016"	"Female"	"F"	33094	Not Applicable	Not Applicable
	"94 years"	"94"	"2016"	"2016"	"Male"	"M"	16177	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2016"	"2016"			49271	Not Applicable	Not Applicable
	"94 years"	"94"	"2017"	"2017"	"Female"	"F"	33888	Not Applicable	Not Applicable
	"94 years"	"94"	"2017"	"2017"	"Male"	"M"	16675	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2017"	"2017"			50563	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Female"	"F"	34273	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Male"	"M"	17162	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2018"	"2018"			51435	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Female"	"F"	34401	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Male"	"M"	17440	Not Applicable	Not Applicable
"Total"	"94 years"	"94"	"2019"	"2019"			51841	Not Applicable	Not Applicable
"Total"	"94 years"	"94"					839064	Not Applicable	Not Applicable
	"95 years"	"95"	"1999"	"1999"	"Female"	"F"	19632	Not Applicable	Not Applicable
	"95 years"	"95"	"1999"	"1999"	"Male"	"M"	6219	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"1999"	"1999"			25851	Not Applicable	Not Applicable
	"95 years"	"95"	"2000"	"2000"	"Female"	"F"	19959	Not Applicable	Not Applicable
	"95 years"	"95"	"2000"	"2000"	"Male"	"M"	6226	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2000"	"2000"			26185	Not Applicable	Not Applicable
	"95 years"	"95"	"2001"	"2001"	"Female"	"F"	20417	Not Applicable	Not Applicable
	"95 years"	"95"	"2001"	"2001"	"Male"	"M"	6372	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2001"	"2001"			26789	Not Applicable	Not Applicable
	"95 years"	"95"	"2002"	"2002"	"Female"	"F"	20642	Not Applicable	Not Applicable
	"95 years"	"95"	"2002"	"2002"	"Male"	"M"	6639	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2002"	"2002"			27281	Not Applicable	Not Applicable
	"95 years"	"95"	"2003"	"2003"	"Female"	"F"	21660	Not Applicable	Not Applicable
	"95 years"	"95"	"2003"	"2003"	"Male"	"M"	6905	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2003"	"2003"			28565	Not Applicable	Not Applicable
	"95 years"	"95"	"2004"	"2004"	"Female"	"F"	20334	Not Applicable	Not Applicable
	"95 years"	"95"	"2004"	"2004"	"Male"	"M"	6740	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2004"	"2004"			27074	Not Applicable	Not Applicable
	"95 years"	"95"	"2005"	"2005"	"Female"	"F"	21716	Not Applicable	Not Applicable
	"95 years"	"95"	"2005"	"2005"	"Male"	"M"	7270	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2005"	"2005"			28986	Not Applicable	Not Applicable
	"95 years"	"95"	"2006"	"2006"	"Female"	"F"	21488	Not Applicable	Not Applicable
	"95 years"	"95"	"2006"	"2006"	"Male"	"M"	7287	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2006"	"2006"			28775	Not Applicable	Not Applicable
	"95 years"	"95"	"2007"	"2007"	"Female"	"F"	21758	Not Applicable	Not Applicable
	"95 years"	"95"	"2007"	"2007"	"Male"	"M"	7834	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2007"	"2007"			29592	Not Applicable	Not Applicable
	"95 years"	"95"	"2008"	"2008"	"Female"	"F"	23104	Not Applicable	Not Applicable
	"95 years"	"95"	"2008"	"2008"	"Male"	"M"	8138	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2008"	"2008"			31242	Not Applicable	Not Applicable
	"95 years"	"95"	"2009"	"2009"	"Female"	"F"	22181	Not Applicable	Not Applicable
	"95 years"	"95"	"2009"	"2009"	"Male"	"M"	8465	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2009"	"2009"			30646	Not Applicable	Not Applicable
	"95 years"	"95"	"2010"	"2010"	"Female"	"F"	23675	Not Applicable	Not Applicable
	"95 years"	"95"	"2010"	"2010"	"Male"	"M"	9008	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2010"	"2010"			32683	Not Applicable	Not Applicable
	"95 years"	"95"	"2011"	"2011"	"Female"	"F"	24108	Not Applicable	Not Applicable
	"95 years"	"95"	"2011"	"2011"	"Male"	"M"	9303	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2011"	"2011"			33411	Not Applicable	Not Applicable
	"95 years"	"95"	"2012"	"2012"	"Female"	"F"	24426	Not Applicable	Not Applicable
	"95 years"	"95"	"2012"	"2012"	"Male"	"M"	9970	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2012"	"2012"			34396	Not Applicable	Not Applicable
	"95 years"	"95"	"2013"	"2013"	"Female"	"F"	25327	Not Applicable	Not Applicable
	"95 years"	"95"	"2013"	"2013"	"Male"	"M"	10726	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2013"	"2013"			36053	Not Applicable	Not Applicable
	"95 years"	"95"	"2014"	"2014"	"Female"	"F"	24839	Not Applicable	Not Applicable
	"95 years"	"95"	"2014"	"2014"	"Male"	"M"	10651	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2014"	"2014"			35490	Not Applicable	Not Applicable
	"95 years"	"95"	"2015"	"2015"	"Female"	"F"	28012	Not Applicable	Not Applicable
	"95 years"	"95"	"2015"	"2015"	"Male"	"M"	12316	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2015"	"2015"			40328	Not Applicable	Not Applicable
	"95 years"	"95"	"2016"	"2016"	"Female"	"F"	28427	Not Applicable	Not Applicable
	"95 years"	"95"	"2016"	"2016"	"Male"	"M"	12795	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2016"	"2016"			41222	Not Applicable	Not Applicable
	"95 years"	"95"	"2017"	"2017"	"Female"	"F"	30096	Not Applicable	Not Applicable
	"95 years"	"95"	"2017"	"2017"	"Male"	"M"	13694	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2017"	"2017"			43790	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Female"	"F"	29842	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Male"	"M"	13731	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2018"	"2018"			43573	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Female"	"F"	29725	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Male"	"M"	14151	Not Applicable	Not Applicable
"Total"	"95 years"	"95"	"2019"	"2019"			43876	Not Applicable	Not Applicable
"Total"	"95 years"	"95"					695808	Not Applicable	Not Applicable
	"96 years"	"96"	"1999"	"1999"	"Female"	"F"	16099	Not Applicable	Not Applicable
	"96 years"	"96"	"1999"	"1999"	"Male"	"M"	4639	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"1999"	"1999"			20738	Not Applicable	Not Applicable
	"96 years"	"96"	"2000"	"2000"	"Female"	"F"	16228	Not Applicable	Not Applicable
	"96 years"	"96"	"2000"	"2000"	"Male"	"M"	4783	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2000"	"2000"			21011	Not Applicable	Not Applicable
	"96 years"	"96"	"2001"	"2001"	"Female"	"F"	16615	Not Applicable	Not Applicable
	"96 years"	"96"	"2001"	"2001"	"Male"	"M"	4877	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2001"	"2001"			21492	Not Applicable	Not Applicable
	"96 years"	"96"	"2002"	"2002"	"Female"	"F"	16698	Not Applicable	Not Applicable
	"96 years"	"96"	"2002"	"2002"	"Male"	"M"	4926	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2002"	"2002"			21624	Not Applicable	Not Applicable
	"96 years"	"96"	"2003"	"2003"	"Female"	"F"	17240	Not Applicable	Not Applicable
	"96 years"	"96"	"2003"	"2003"	"Male"	"M"	5166	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2003"	"2003"			22406	Not Applicable	Not Applicable
	"96 years"	"96"	"2004"	"2004"	"Female"	"F"	16781	Not Applicable	Not Applicable
	"96 years"	"96"	"2004"	"2004"	"Male"	"M"	5257	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2004"	"2004"			22038	Not Applicable	Not Applicable
	"96 years"	"96"	"2005"	"2005"	"Female"	"F"	17700	Not Applicable	Not Applicable
	"96 years"	"96"	"2005"	"2005"	"Male"	"M"	5275	Not Applicable	Not Applicable
"Total"	"96 years"	"96"	"2005"	"2005"			22975	Not Applicable	Not Applicable
	"96 years"	"96"	"2006"	"2006"	"Female"	"F"	17335	Not Applicable	Not Applicable
	"96 years"	"96"	"2006"	"2006"	"Male"	"M"	5438	Not Applicable	Not Applicable
