"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	20	9698709	0.2	0.2
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic cardiomyopathy"	"I42.6"	26	9698709	0.3	0.2
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic fatty liver"	"K70.0"	24	9698709	0.2	0.2
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic hepatitis"	"K70.1"	41	9698709	0.4	0.4
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic cirrhosis of liver"	"K70.3"	489	9698709	5.0	4.0
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic hepatic failure"	"K70.4"	46	9698709	0.5	0.4
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Alcoholic liver disease, unspecified"	"K70.9"	42	9698709	0.4	0.4
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Alcohol-induced acute pancreatitis"	"K85.2"	17	9698709	Unreliable	Unreliable
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	140	9698709	1.4	1.5
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1877	9698709	19.4	21.0
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	1201	9698709	12.4	13.4
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Accidental poisoning by and exposure to alcohol"	"X45"	52	9698709	0.5	0.5
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	35	9698709	0.4	0.3
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	25	9698709	0.3	0.2
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	85	9698709	0.9	0.8
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Assault by drugs, medicaments and biological substances"	"X85"	13	9698709	Unreliable	Unreliable
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	12	9698709	Unreliable	Unreliable
	"Ohio"	"39"	"White"	"2106-3"	"2018"	"2018"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	20	9698709	0.2	0.2
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	40	2800181	1.4	1.3
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	13	2800181	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic cirrhosis of liver"	"K70.3"	59	2800181	2.1	2.0
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic hepatic failure"	"K70.4"	15	2800181	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Alcoholic liver disease, unspecified"	"K70.9"	22	2800181	0.8	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	14	2800181	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	41	2800181	1.5	1.5
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	2800181	1.2	1.2
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	20	2800181	0.7	0.7
	"Oklahoma"	"40"	"White"	"2106-3"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	20	2800181	0.7	0.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	2803557	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	32	2803557	1.1	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	10	2803557	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic cirrhosis of liver"	"K70.3"	65	2803557	2.3	2.2
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic hepatic failure"	"K70.4"	21	2803557	0.7	0.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Alcoholic liver disease, unspecified"	"K70.9"	18	2803557	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	27	2803557	1.0	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	51	2803557	1.8	1.9
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	55	2803557	2.0	2.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	27	2803557	1.0	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	10	2803557	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	24	2803557	0.9	0.9
	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	25	2807711	0.9	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic cirrhosis of liver"	"K70.3"	52	2807711	1.9	1.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic hepatic failure"	"K70.4"	13	2807711	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Alcoholic liver disease, unspecified"	"K70.9"	31	2807711	1.1	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	33	2807711	1.2	1.2
	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	71	2807711	2.5	2.6
	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	62	2807711	2.2	2.3
	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	22	2807711	0.8	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	23	2807711	0.8	0.9
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	14	2818258	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	20	2818258	0.7	0.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic cirrhosis of liver"	"K70.3"	95	2818258	3.4	3.1
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic hepatic failure"	"K70.4"	15	2818258	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Alcoholic liver disease, unspecified"	"K70.9"	38	2818258	1.3	1.3
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	19	2818258	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	78	2818258	2.8	2.9
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	66	2818258	2.3	2.3
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	13	2818258	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	11	2818258	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	19	2818258	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	2824128	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	33	2824128	1.2	1.1
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic cirrhosis of liver"	"K70.3"	67	2824128	2.4	2.2
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic hepatic failure"	"K70.4"	15	2824128	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic liver disease, unspecified"	"K70.9"	29	2824128	1.0	0.9
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	39	2824128	1.4	1.4
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	133	2824128	4.7	4.9
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	94	2824128	3.3	3.4
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	14	2824128	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	29	2824128	1.0	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	13	2824128	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	2833383	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	25	2833383	0.9	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	33	2833383	1.2	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic cirrhosis of liver"	"K70.3"	87	2833383	3.1	2.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic hepatic failure"	"K70.4"	22	2833383	0.8	0.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic liver disease, unspecified"	"K70.9"	41	2833383	1.4	1.3
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	38	2833383	1.3	1.4
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	166	2833383	5.9	6.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	137	2833383	4.8	4.9
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to alcohol"	"X45"	11	2833383	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	22	2833383	0.8	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	10	2833383	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	19	2833383	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	15	2845221	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	2845221	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	35	2845221	1.2	1.1
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	37	2845221	1.3	1.1
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic hepatitis"	"K70.1"	11	2845221	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic cirrhosis of liver"	"K70.3"	122	2845221	4.3	3.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic hepatic failure"	"K70.4"	24	2845221	0.8	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic liver disease, unspecified"	"K70.9"	24	2845221	0.8	0.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	55	2845221	1.9	2.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	130	2845221	4.6	4.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	132	2845221	4.6	4.6
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	22	2845221	0.8	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	11	2845221	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	23	2845221	0.8	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	12	2845221	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2005"	"2005"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	12	2845221	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	11	2873569	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	33	2873569	1.1	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	35	2873569	1.2	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Alcoholic cirrhosis of liver"	"K70.3"	113	2873569	3.9	3.4
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Alcoholic hepatic failure"	"K70.4"	17	2873569	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Alcoholic liver disease, unspecified"	"K70.9"	52	2873569	1.8	1.6
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	40	2873569	1.4	1.4
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	161	2873569	5.6	5.9
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	171	2873569	6.0	6.1
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	22	2873569	0.8	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	10	2873569	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	27	2873569	0.9	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	13	2873569	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2006"	"2006"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	13	2873569	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	35	2897699	1.2	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	10	2897699	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic cirrhosis of liver"	"K70.3"	119	2897699	4.1	3.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic hepatic failure"	"K70.4"	26	2897699	0.9	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic liver disease, unspecified"	"K70.9"	58	2897699	2.0	1.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	29	2897699	1.0	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	214	2897699	7.4	7.4
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	210	2897699	7.2	7.6
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Accidental poisoning by and exposure to alcohol"	"X45"	18	2897699	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	17	2897699	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	38	2897699	1.3	1.3
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	13	2897699	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	22	2897699	0.8	0.8
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	16	2917406	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	51	2917406	1.7	1.5
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Alcoholic hepatitis"	"K70.1"	11	2917406	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Alcoholic cirrhosis of liver"	"K70.3"	128	2917406	4.4	3.7
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Alcoholic hepatic failure"	"K70.4"	17	2917406	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Alcoholic liver disease, unspecified"	"K70.9"	49	2917406	1.7	1.4
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	46	2917406	1.6	1.6
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	192	2917406	6.6	6.6
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	152	2917406	5.2	5.3
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Accidental poisoning by and exposure to alcohol"	"X45"	27	2917406	0.9	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	14	2917406	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	32	2917406	1.1	1.1
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	2917406	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2008"	"2008"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	16	2917406	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	14	2946778	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	36	2946778	1.2	1.0
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Alcoholic cirrhosis of liver"	"K70.3"	117	2946778	4.0	3.4
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Alcoholic hepatic failure"	"K70.4"	14	2946778	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Alcoholic liver disease, unspecified"	"K70.9"	54	2946778	1.8	1.6
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	62	2946778	2.1	2.1
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	207	2946778	7.0	7.2
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	268	2946778	9.1	9.2
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Accidental poisoning by and exposure to alcohol"	"X45"	27	2946778	0.9	0.9
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	15	2946778	Unreliable	Unreliable
	"Oklahoma"	"40"	"White"	"2106-3"	"2009"	"2009"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	14	2946778	Unreliable	Unreliable
